Pgen,Pgenn,Temperature,Selection,Population,days since spawned,Tank,Compa No,Dish,egg number,hatched eggs,total_alive,Hatch_Pr,Incubation density,Pr_Alive
CG1,6,H,G,HTG6,0,Tank6,6.2,6.2CG1,503,0,503,0,503,1
CG1,6,H,G,HTG6,1,Tank6,6.2,6.2CG1,376,0,376,0,503,0.747514911
CG1,6,H,G,HTG6,2,Tank6,6.2,6.2CG1,326,0,326,0,503,0.648111332
CG1,6,H,G,HTG6,3,Tank6,6.2,6.2CG1,309,17,326,0.052147239,503,0.648111332
CG1,6,H,G,HTG6,4,Tank6,6.2,6.2CG1,50,246,296,0.754601227,503,0.588469185
CG1,6,H,G,HTG6,5,Tank6,6.2,6.2CG1,1,270,271,0.912162162,503,0.538767396
CG1,6,H,C,HTC6,0,Tank6,6.3,6.3CG1,550,0,550,0,550,1
CG1,6,H,C,HTC6,1,Tank6,6.3,6.3CG1,388,0,388,0,550,0.705454545
CG1,6,H,C,HTC6,2,Tank6,6.3,6.3CG1,318,6,324,0.015463918,550,0.589090909
CG1,6,H,C,HTC6,3,Tank6,6.3,6.3CG1,20,274,294,0.845679012,550,0.534545455
CG1,6,H,C,HTC6,4,Tank6,6.3,6.3CG1,1,293,294,0.996598639,550,0.534545455
CG1,6,H,C,HTC6,5,Tank6,6.3,6.3CG1,0,294,294,1,550,0.534545455
