Pgen,Pgenn,Temperature,Selection,Population,Tank,Compa No.,Dish,Measure,Size
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.673862414
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.581720459
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.7175157
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.649827124
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.641765552
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.561480472
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.641765552
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.654262856
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.677714311
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.689140833
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.813840219
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.796235767
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.689140833
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.635424735
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.66042283
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.656469482
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.710222861
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.749069773
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.656909918
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.649827124
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.736217609
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.699140981
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.645360906
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.79368897
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.680695161
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.66042283
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.620688244
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.647151092
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.694158915
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.66042283
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.702442728
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.594020349
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.75483933
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.656469482
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.721535427
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.73030095
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.833504423
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.665222795
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.736217609
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.770013497
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.760565121
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.76700268
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.66042283
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.666959672
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.749069773
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.802747572
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.715093018
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.765492831
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.721535427
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.749069773
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.727125713
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.699140981
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.677714311
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.663481371
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.693742128
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.701206395
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.787836806
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.800944048
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.822676963
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.780459894
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.760565121
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.736217609
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.734250687
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.715093018
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.73148811
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.714283631
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.647151092
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.715093018
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.647151092
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.7175157
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.783049718
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.819153705
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.736217609
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.683663014
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.668692038
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.747136686
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.595479263
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.702442728
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.681119932
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.697484246
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.799498299
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.699140981
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.699140981
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.770013497
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.748297137
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.749069773
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.629479644
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.715093018
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.697484246
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.665222795
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.665222795
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.727125713
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.697484246
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.663481371
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.681119932
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.819153705
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.693742128
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.7175157
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.680270125
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.73148811
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.76700268
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.73148811
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.688721009
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.748297137
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.782310643
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.649827124
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.673862414
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.782310643
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.582217444
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.687880593
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.707366452
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.796961928
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.675148821
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.795145281
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.749069773
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.654262856
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.742866189
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.683663014
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.699140981
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.765492831
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.800944048
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.623941593
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.683663014
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.727920821
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.7552224
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.7552224
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.7175157
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.72513413
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.78526277
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.702442728
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.687880593
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.905360057
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.802747572
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.780459894
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.647151092
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.841447674
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.787836806
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.693742128
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.73148811
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.833851355
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.631314866
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.7175157
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.780459894
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.697898799
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.753305102
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.747136686
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.67899342
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.613187204
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.721535427
F2,2,L,C,LTC1,Tank1,2.1,2.1F2,Yolk,0.693742128
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.75571219
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.764726969
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.663995411
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.77805332
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.982425847
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.780252251
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.918120335
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.777318961
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.777318961
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.765100279
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.802977542
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.71053023
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.679300772
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.795474584
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.808647356
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.770678241
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.742369438
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.74658857
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.765100279
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.75571219
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.845587574
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.829564104
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.73773923
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.795474584
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.803333077
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.702852965
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.716931533
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.762108673
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.808647356
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.760608458
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.72956566
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.802977542
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.736189356
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.664425321
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.75571219
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.765100279
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.72956566
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.762108673
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.75571219
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.836420122
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.762483266
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.815679205
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.765100279
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.631370286
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.795474584
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.717329718
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.817427715
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.716931533
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.770678241
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.852984505
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.726820711
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.694679979
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.709323555
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.803333077
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.808647356
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.812522404
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.878708391
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.750022934
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.808647356
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.777318961
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.812522404
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.828530808
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.630917853
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.709323555
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.709323555
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.722486149
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.731520032
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.795833471
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.808647356
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.663995411
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.75571219
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.81672876
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.706095672
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.878708391
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.759105278
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.718920251
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.748498495
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.702852965
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.765100279
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.726820711
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.717329718
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.844573882
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.856659019
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.808647356
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.73773923
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.722486149
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.770678241
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.794396948
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.822303766
F2,2,L,G,LTG1,Tank1,2.2,2.2F2,Yolk,0.673390025
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.656052095
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.660820293
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.659090394
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.743344842
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.68332814
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.679138473
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.709154083
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.737949837
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.62713677
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.718351278
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.710360471
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.612400221
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.762301093
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.623027347
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.663836769
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.649932888
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.659090394
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.709154083
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.69656575
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.79420715
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.643312007
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.645526512
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.659090394
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.759299896
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.750224273
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.631219439
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.641979636
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.563871639
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.645084219
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.663836769
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.716760244
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.62713677
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.795284529
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.699428081
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.718748487
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.656052095
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.619812293
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.641089851
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.599208515
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.718351278
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.601585393
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.716760244
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.590089071
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.68332814
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.611933985
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.692868236
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.659090394
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.660820293
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.62713677
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.729391352
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.689150883
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.749843738
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.709154083
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.660820293
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.710360471
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.687907301
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.689150883
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.659090394
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.697793901
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.692868236
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.710360471
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.697793901
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.669402734
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.619812293
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.737949837
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.669402734
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.692868236
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.709154083
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.795643331
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.70955644
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.716760244
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.70955644
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.692868236
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.692868236
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.712767119
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.575395751
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.590089071
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.659090394
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.728216493
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.712767119
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.540614431
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.760426733
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.585719779
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.767896723
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.68332814
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.611933985
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.879147987
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.7159634
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.737949837
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.649932888
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.813732475
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.676612221
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.664266576
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.625313694
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.777867428
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.676612221
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.59346517
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.746410195
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.64286819
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.744112364
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.731345257
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.727824452
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.727824452
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.749843738
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.777867428
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.728216493
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.692868236
F2,2,L,S,LTS1,Tank1,2.3,2.3F2,Yolk,0.694514006
