Pgen,Pgenn,Temperature,Selection,Population,Tank,Compa No.,Dish,Measure,Size
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.782117083
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.68596206
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.773934601
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.805479402
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.756207175
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.789163326
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.848325085
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.776790458
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.707415951
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.754374831
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.736928133
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.769271221
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.760222786
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.81232302
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.729756831
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.782117083
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.800308284
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.726335186
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.768191037
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.810276004
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.778925479
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.816740622
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.758765023
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.823490659
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.867999941
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.753273286
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.779635854
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.742913435
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.779280747
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.669213809
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.793709839
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.742913435
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.777858701
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.754374831
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.73089382
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.793709839
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.719827704
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.758765023
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.811300158
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.808566198
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.815723299
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.758765023
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.840787181
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.899015255
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.855149492
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.779280747
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.698358763
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.804103689
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.744030319
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.816740622
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.810276004
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.747741216
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.75766986
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.738803749
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.750696726
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.753273286
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.747741216
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.760222786
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.799962355
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.852231437
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.790915078
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.786352405
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.73089382
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.73089382
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.736552437
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.798923667
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.766026097
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.782117083
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.766387345
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.732784881
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.87086516
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.796147208
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.763492576
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.750696726
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.768191037
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.858702536
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.801345177
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.732784881
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.823826709
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.827514253
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.782117083
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.744030319
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.798923667
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.777858701
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.738803749
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.800308284
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.826510191
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.735424197
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.732784881
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.782117083
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.799962355
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.756207175
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.776790458
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.779635854
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.796147208
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.782117083
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.683941549
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.747741216
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.747741216
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.821808348
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.770709113
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.696771582
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.849954914
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.800308284
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.753273286
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.804791839
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.756207175
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.841774214
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.726335186
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.707415951
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.762041068
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.742913435
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.77643405
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.754374831
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.776790458
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.847345683
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.799962355
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.73089382
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.73051502
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.729756831
F2,2,H,C,HTC4,Tank4,1.1,1.1F2,Yolk,0.788812508
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.764903001
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.907808173
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.874925249
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.764903001
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.814278129
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.860164438
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.79051657
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.793032428
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.743011738
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.860164438
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.774147994
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.83532416
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.740710199
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.807258359
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.763413412
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.852521334
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.780007287
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.746831875
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.774147994
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.760799614
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.776716874
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.793032428
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.768244015
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.793032428
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.861817013
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.760799614
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.82676353
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.793032428
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.809722201
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.775983776
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.759301976
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.768244015
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.709309767
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.760799614
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.797326859
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.782556932
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.754414118
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.704478997
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.77083257
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.855187553
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.780007287
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.780007287
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.800177008
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.833277629
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.748734634
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.701645689
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.793032428
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.793032428
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.885593492
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.770093871
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.764903001
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.815325882
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.793032428
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.740710199
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.763786082
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.763413412
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.816720794
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.763413412
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.883019086
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.812528872
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.717288755
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.763786082
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.745687888
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.763413412
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.734924818
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.801953208
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.651160344
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.739556743
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.781465246
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.754414118
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.741094285
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.719269673
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.725572265
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.671809902
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.769354462
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.894227393
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.796255422
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.749114606
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.648971563
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.749114606
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.764903001
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.81985067
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.83532416
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.810073567
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.769354462
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.864125308
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.864125308
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.816023636
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.862147148
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.698393548
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.800177008
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.807258359
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.861817013
F2,2,H,S,HTS4,Tank4,1.2,1.2F2,Yolk,0.822622785
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.73647203
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.781465246
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.734924818
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.73647203
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.678553458
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.758176806
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.789796281
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.778912027
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.800177008
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.726747917
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.776716874
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.694716691
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.746831875
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.745306169
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.782556932
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.693486741
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.768244015
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.782556932
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.794108213
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.727139378
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.748734634
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.781465246
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.769354462
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.701645689
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.745306169
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.763786082
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.782556932
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.727139378
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.741094285
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.725572265
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.776716874
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.776716874
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.809722201
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.727139378
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.844135125
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.742245351
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.844135125
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.69553545
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.745306169
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.83498342
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.68231742
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.812528872
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.715700074
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.745306169
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.768244015
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.768244015
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.708105164
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.776716874
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.776716874
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.797326859
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.781465246
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.715700074
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.797326859
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.745306169
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.736858325
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.730263514
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.734924818
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.776716874
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.749114606
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.742245351
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.717685376
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.807258359
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.793032428
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.759301976
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.793032428
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.759301976
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.727139378
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.763786082
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.759301976
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.674768501
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.768244015
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.760799614
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.753281647
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.743011738
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.797326859
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.743011738
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.749114606
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.736858325
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.790156507
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.769354462
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.694716691
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.715700074
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.668412612
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.644130067
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.693486741
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.691843405
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.644571705
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.787631463
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.692254605
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.692254605
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.816720794
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.722033826
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.781465246
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.729873729
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.698393548
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.769354462
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.709309767
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.688544967
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.717685376
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.719269673
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.714904409
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.675190099
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.589216262
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.709309767
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.763413412
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.716097575
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.772676229
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.69553545
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.704478997
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.804786974
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.83498342
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.782556932
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.734924818
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.774147994
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.801598283
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.793032428
F2,2,H,G,HTG4,Tank4,1.3,1.3F2,Yolk,0.745306169
F2,2,H,S,HTS5,Tank5,3.1,3.1F2,Yolk,0.7781463
F2,2,H,S,HTS5,Tank5,3.1,3.1F2,Yolk,0.847712612
F2,2,H,S,HTS5,Tank5,3.1,3.1F2,Yolk,0.812619503
F2,2,H,S,HTS5,Tank5,3.1,3.1F2,Yolk,0.698044066
F2,2,H,S,HTS5,Tank5,3.1,3.1F2,Yolk,0.7781463
F2,2,H,S,HTS5,Tank5,3.1,3.1F2,Yolk,0.713022652
F2,2,H,S,HTS5,Tank5,3.1,3.1F2,Yolk,0.770770339
F2,2,H,S,HTS5,Tank5,3.1,3.1F2,Yolk,0.710615141
F2,2,H,S,HTS5,Tank5,3.1,3.1F2,Yolk,0.747060211
F2,2,H,S,HTS5,Tank5,3.1,3.1F2,Yolk,0.728477565
F2,2,H,S,HTS5,Tank5,3.1,3.1F2,Yolk,0.709408321
F2,2,H,S,HTS5,Tank5,3.1,3.1F2,Yolk,0.693116635
F2,2,H,S,HTS5,Tank5,3.1,3.1F2,Yolk,0.728477565
F2,2,H,S,HTS5,Tank5,3.1,3.1F2,Yolk,0.698044066
F2,2,H,S,HTS5,Tank5,3.1,3.1F2,Yolk,0.7558025
F2,2,H,S,HTS5,Tank5,3.1,3.1F2,Yolk,0.709810822
